Year Published,PUMA,Borough,Neighborhoods,CD,Join,NYC_Poverty_Rate,Median_Income,Perc_White,Perc_Black,Perc_Asian,Perc_Other,Perc_Hispanic,Goal,GoalName,GoalFullName,TotalOutcome,GoalRank,IndexScore,ScoreRank,Ind1,Ind1Outcome,Ind1Rank,Ind1Definition,Ind2,Ind2Outcome,Ind2Rank,Ind2Definition,Ind3,Ind3Outcome,Ind3Rank,Ind3Definition,Ind4,Ind4Outcome,Ind4Rank,Ind4Definition,Ind5,Ind5Outcome,Ind5Rank,Ind5Definition,Ind6,Ind6Outcome,Ind6Rank,Ind6Definition,Ind7,Ind7Outcome,Ind7Rank,Ind7Definition,Ind8,Ind8Outcome,Ind8Rank,Ind8Definition
2020,4006,Brooklyn,Crown Heights North & Prospect Heights,BK Community District 8,4006,0.214,29895,0.213,0.593,0.037,0.034,0.122,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",-9.415275278,55,0,Bottom,Bank / Credit Union-To-Nonbank Ratio,0.8:1,40,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,0.705179938,49,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0,28,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 12.60%; Black or African American (non-Hispanic or Latino) 12.25%; Hispanic or Latino 2.73%; Other/No Information 31.15%; White (non-Hispanic or Latino) 41.26%,45,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.813,43,Percentage of residents with a bank or credit union account,Affordable Products,0.222222222,55,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.2063,22,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2020,4006,Brooklyn,Crown Heights North & Prospect Heights,BK Community District 8,4006,0.214,29895,0.213,0.593,0.037,0.034,0.122,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-0.774111412,29,4.212970636,Middle,Ability To Borrow At Low Cost,0.52,33,Percentage of residents with a prime or better credit score,Housing Stability,0.606,20,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.88,35,Percentage of residents with health insurance,Rent Burden,0.535,22,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.288,19,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,50.6,34,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0.396108592,31,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2020,4006,Brooklyn,Crown Heights North & Prospect Heights,BK Community District 8,4006,0.214,29895,0.213,0.593,0.037,0.034,0.122,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",-5.964702079,53,1.482363408,Bottom,Access To Groceries,72.48,55,Supermarket square footage per 100 residents,Child Care Capacity,0.76602,7,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.14,46,Percentage of adults who did not receive needed medical care in past year,Cost Of Transportation ($),546.7225,22,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.142586065,46,Percentage of median household income spent on transportation,Journey To Work Time,41.7,25,Average (mean) travel time to work in minutes,,,,,,,,
2020,4006,Brooklyn,Crown Heights North & Prospect Heights,BK Community District 8,4006,0.214,29895,0.213,0.593,0.037,0.034,0.122,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,1.71826168,21,3.955710823,Middle,Job Training And Placement Support,2.20576428,22,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.463084297,25,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.66,13,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,33792.96094,27,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.822,7,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.662,37,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.917,36,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.825418674,28,Percentage of adults with a high school degree or equivalent
2020,4006,Brooklyn,Crown Heights North & Prospect Heights,BK Community District 8,4006,0.214,29895,0.213,0.593,0.037,0.034,0.122,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,-16.84640415,39,2.233945623,Bottom,"Goal 1: Access to Affordable, High-Quality Financial Services",,55,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,53,,Goal 3: Access to Quality Jobs & Income Supports,,21,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,29,,Goal 5: Opportunities to Build Assets & Plan for the Future,,35,,,,,,,,,,,,,
2020,4006,Brooklyn,Crown Heights North & Prospect Heights,BK Community District 8,4006,0.214,29895,0.213,0.593,0.037,0.034,0.122,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.593,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4007,Brooklyn,Brownsville & Ocean Hill,BK Community District 16,4007,0.282,19274,0.021,0.742,0.015,0.012,0.211,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,-5.359205444,43,3.591635552,Bottom,Homeownership Opportunity,0.175,42,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.668,28,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,46.92708502,21,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,2.15:1,39,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,29.77442636,22,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.203365311,42,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,,43,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2020,4007,Brooklyn,Brownsville & Ocean Hill,BK Community District 16,4007,0.282,19274,0.021,0.742,0.015,0.012,0.211,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",-8.967328859,52,0.146822672,Bottom,Bank / Credit Union-To-Nonbank Ratio,0.1:1,55,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,0.161817535,55,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0,28,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 4.23%; Black or African American (non-Hispanic or Latino) 48.55%; Hispanic or Latino 7.13%; Other/No Information 24.50%; White (non-Hispanic or Latino) 15.59%,33,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.717,53,Percentage of residents with a bank or credit union account,Affordable Products,0.5,23,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.1481,50,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2020,4007,Brooklyn,Brownsville & Ocean Hill,BK Community District 16,4007,0.282,19274,0.021,0.742,0.015,0.012,0.211,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-5.986524543,40,2.245613272,Bottom,Ability To Borrow At Low Cost,0.33,52,Percentage of residents with a prime or better credit score,Housing Stability,0.67,16,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.893,28,Percentage of residents with health insurance,Rent Burden,0.512,19,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.362,48,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,77.6,45,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0.718343932,25,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2020,4007,Brooklyn,Brownsville & Ocean Hill,BK Community District 16,4007,0.282,19274,0.021,0.742,0.015,0.012,0.211,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",-3.120798956,41,2.883068302,Bottom,Access To Groceries,191.83,21,Supermarket square footage per 100 residents,Child Care Capacity,0.61305,28,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.14,46,Percentage of adults who did not receive needed medical care in past year,Cost Of Transportation ($),388.9158333,6,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.143383514,47,Percentage of median household income spent on transportation,Journey To Work Time,46.8,51,Average (mean) travel time to work in minutes,,,,,,,,
2020,4007,Brooklyn,Brownsville & Ocean Hill,BK Community District 16,4007,0.282,19274,0.021,0.742,0.015,0.012,0.211,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,-14.85040208,54,0.175593681,Bottom,Job Training And Placement Support,0.77322549,32,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.331464539,45,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.549,53,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,29568.83984,40,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.559,55,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.709,32,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.924,31,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.731347363,45,Percentage of adults with a high school degree or equivalent
2020,4008,Brooklyn,East New York & Starrett City,BK Community District 5,4008,0.298,22796,0.038,0.522,0.045,0.024,0.371,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,-4.429947928,40,3.894222789,Bottom,Homeownership Opportunity,0.234,35,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.675,26,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,43.66391627,23,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,2.23:1,37,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,25.4920217,29,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.189272556,44,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,,43,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2020,4008,Brooklyn,East New York & Starrett City,BK Community District 5,4008,0.298,22796,0.038,0.522,0.045,0.024,0.371,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",-2.487571751,35,2.270682155,Middle,Bank / Credit Union-To-Nonbank Ratio,0.6:1,49,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,0.83475134,46,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0.076923077,11,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 15.76%; Black or African American (non-Hispanic or Latino) 37.88%; Hispanic or Latino 22.38%; Other/No Information 15.10%; White (non-Hispanic or Latino) 8.87%,13,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.785,48,Percentage of residents with a bank or credit union account,Affordable Products,0.461538462,29,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.1537,49,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2020,4008,Brooklyn,East New York & Starrett City,BK Community District 5,4008,0.298,22796,0.038,0.522,0.045,0.024,0.371,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-5.548561951,39,2.410916541,Bottom,Ability To Borrow At Low Cost,0.37,50,Percentage of residents with a prime or better credit score,Housing Stability,0.489,36,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.906,21,Percentage of residents with health insurance,Rent Burden,0.576,37,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.315,30,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,77.8,46,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,5.428421088,7,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2020,4008,Brooklyn,East New York & Starrett City,BK Community District 5,4008,0.298,22796,0.038,0.522,0.045,0.024,0.371,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",-1.038288809,27,3.908765039,Middle,Access To Groceries,215.04,11,Supermarket square footage per 100 residents,Child Care Capacity,0.61739,25,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.14,46,Percentage of adults who did not receive needed medical care in past year,Cost Of Transportation ($),416.0133333,7,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.13289038,34,Percentage of median household income spent on transportation,Journey To Work Time,45.8,46,Average (mean) travel time to work in minutes,,,,,,,,
2020,4008,Brooklyn,East New York & Starrett City,BK Community District 5,4008,0.298,22796,0.038,0.522,0.045,0.024,0.371,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,-6.401694518,45,2.103154331,Bottom,Job Training And Placement Support,2.481907309,20,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.431593208,33,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.568,50,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,30670.25977,34,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.632,53,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.961,1,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.997,1,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.747740819,44,Percentage of adults with a high school degree or equivalent
2020,4008,Brooklyn,East New York & Starrett City,BK Community District 5,4008,0.298,22796,0.038,0.522,0.045,0.024,0.371,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,-19.90606496,43,2.002814118,Bottom,"Goal 1: Access to Affordable, High-Quality Financial Services",,35,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,27,,Goal 3: Access to Quality Jobs & Income Supports,,45,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,39,,Goal 5: Opportunities to Build Assets & Plan for the Future,,40,,,,,,,,,,,,,
2020,4008,Brooklyn,East New York & Starrett City,BK Community District 5,4008,0.298,22796,0.038,0.522,0.045,0.024,0.371,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.522,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4009,Brooklyn,Canarsie & Flatlands,BK Community District 18,4009,0.15,32210,0.23,0.63,0.044,0.017,0.08,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,9.569745561,8,8.452839203,Top,Homeownership Opportunity,0.58,6,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.779,2,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,39.7281256,26,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,3.81:1,10,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,23.1667624,34,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.306628009,16,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,,43,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2020,4009,Brooklyn,Canarsie & Flatlands,BK Community District 18,4009,0.15,32210,0.23,0.63,0.044,0.017,0.08,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",-3.319787888,38,1.997908021,Bottom,Bank / Credit Union-To-Nonbank Ratio,0.084027778,31,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,1.053034654,37,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0,28,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 9.47%; Black or African American (non-Hispanic or Latino) 37.98%; Hispanic or Latino 4.61%; Other/No Information 16.41%; White (non-Hispanic or Latino) 31.53%,23,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.911,22,Percentage of residents with a bank or credit union account,Affordable Products,0.409090909,35,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.1811,33,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2020,4009,Brooklyn,Canarsie & Flatlands,BK Community District 18,4009,0.15,32210,0.23,0.63,0.044,0.017,0.08,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-5.420380828,38,2.459296834,Bottom,Ability To Borrow At Low Cost,0.5,34,Percentage of residents with a prime or better credit score,Housing Stability,0.291,50,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.921,13,Percentage of residents with health insurance,Rent Burden,0.532,21,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.298,22,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,79.4,48,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0,40,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2020,4009,Brooklyn,Canarsie & Flatlands,BK Community District 18,4009,0.15,32210,0.23,0.63,0.044,0.017,0.08,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",0.068056325,21,4.453672154,Middle,Access To Groceries,114.16,47,Supermarket square footage per 100 residents,Child Care Capacity,0.74211,10,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.08,12,Percentage of adults who did not receive needed medical care in past year,Cost Of Transportation ($),655.9783333,37,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.11715991,5,Percentage of median household income spent on transportation,Journey To Work Time,46.9,52,Average (mean) travel time to work in minutes,,,,,,,,
2020,4009,Brooklyn,Canarsie & Flatlands,BK Community District 18,4009,0.15,32210,0.23,0.63,0.044,0.017,0.08,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,3.923156414,13,4.458754431,Top,Job Training And Placement Support,0,37,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.586457863,14,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.649,19,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,40129.14063,16,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.764,25,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.71,31,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.961,13,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.868835034,12,Percentage of adults with a high school degree or equivalent
2020,4009,Brooklyn,Canarsie & Flatlands,BK Community District 18,4009,0.15,32210,0.23,0.63,0.044,0.017,0.08,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,4.820789584,20,3.870718921,Middle,"Goal 1: Access to Affordable, High-Quality Financial Services",,38,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,21,,Goal 3: Access to Quality Jobs & Income Supports,,13,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,38,,Goal 5: Opportunities to Build Assets & Plan for the Future,,8,,,,,,,,,,,,,
2020,4009,Brooklyn,Canarsie & Flatlands,BK Community District 18,4009,0.15,32210,0.23,0.63,0.044,0.017,0.08,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.63,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4010,Brooklyn,"East Flatbush, Farragut & Rugby",BK Community District 17,4010,0.19,27248,0.022,0.873,0.014,0.017,0.074,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,0.361039078,28,5.454276373,Middle,Homeownership Opportunity,0.335,24,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.696,13,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,22.35958541,46,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,3.17:1,18,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,20.34000995,36,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.236875505,31,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,0.074649091,23,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2020,4010,Brooklyn,"East Flatbush, Farragut & Rugby",BK Community District 17,4010,0.19,27248,0.022,0.873,0.014,0.017,0.074,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",-7.945999792,48,0.481582044,Bottom,Bank / Credit Union-To-Nonbank Ratio,1.3:1,37,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,0.721276949,47,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0,28,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 6.73%; Black or African American (non-Hispanic or Latino) 49.93%; Hispanic or Latino 2.95%; Other/No Information 22.58%; White (non-Hispanic or Latino) 17.81%,38,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.837,41,Percentage of residents with a bank or credit union account,Affordable Products,0.3,46,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.1614,46,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2020,4010,Brooklyn,"East Flatbush, Farragut & Rugby",BK Community District 17,4010,0.19,27248,0.022,0.873,0.014,0.017,0.074,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-7.89582367,45,1.524973214,Bottom,Ability To Borrow At Low Cost,0.42,44,Percentage of residents with a prime or better credit score,Housing Stability,0.575,22,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.879,37,Percentage of residents with health insurance,Rent Burden,0.579,39,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.335,40,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,91.8,52,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0,40,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
2020,4010,Brooklyn,"East Flatbush, Farragut & Rugby",BK Community District 17,4010,0.19,27248,0.022,0.873,0.014,0.017,0.074,Goods & Services,Goal 2: Goods & Services,"Goal 2: Access to Affordable, High-Quality Goods & Services",2.055337003,14,5.432465612,Top,Access To Groceries,208.16,13,Supermarket square footage per 100 residents,Child Care Capacity,0.61369,27,Percentage of 3- and 4-year-olds enrolled in early education programs,Health Care Access,0.09,17,Percentage of adults who did not receive needed medical care in past year,Cost Of Transportation ($),508.9641667,19,Average (mean) amount of money spent monthly on transportation per household,Cost Of Transportation (%),0.124170411,19,Percentage of median household income spent on transportation,Journey To Work Time,45.8,46,Average (mean) travel time to work in minutes,,,,,,,,
2020,4010,Brooklyn,"East Flatbush, Farragut & Rugby",BK Community District 17,4010,0.19,27248,0.022,0.873,0.014,0.017,0.074,Jobs & Income,Goal 3: Jobs & Income,Goal 3: Access to Quality Jobs & Income Supports,-0.151063234,26,3.529226995,Middle,Job Training And Placement Support,0,37,"Number of job training and placement programs per 10,000 unemployed residents",Jobs With Health Insurance,0.463736343,24,Percentage of the population that has health insurance coverage through their current or former employer or through their union,Labor Force Participation,0.622,35,Percent of the non-institutionalized people age 16 or older who are employed or looking for work,Job Quality,35265.57813,22,Median income of neighborhood residents with 5 or more years housing tenure,Educational Attainment,0.732,37,Percentage of high school students who graduate on time (within 4 years),Public Benefits Utilization,0.951,3,Percentage of people eligible for SNAP receiving the benefit,Tax Credit Utilization,0.968,8,Percentage of eligible Tax Units claiming EITC,Adults With High School Diploma,0.847326807,18,Percentage of adults with a high school degree or equivalent
2020,4010,Brooklyn,"East Flatbush, Farragut & Rugby",BK Community District 17,4010,0.19,27248,0.022,0.873,0.014,0.017,0.074,Overall Index,Overall Neighborhood Financial Health,Overall Neighborhood Financial Health,-13.57651062,36,2.480958434,Middle,"Goal 1: Access to Affordable, High-Quality Financial Services",,48,,"Goal 2: Access to Affordable, High-Quality Goods & Services",,14,,Goal 3: Access to Quality Jobs & Income Supports,,26,,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,,45,,Goal 5: Opportunities to Build Assets & Plan for the Future,,28,,,,,,,,,,,,,
2020,4010,Brooklyn,"East Flatbush, Farragut & Rugby",BK Community District 17,4010,0.19,27248,0.022,0.873,0.014,0.017,0.074,Majority Race/Ethnicity,Majority Race or Ethnicity,Majority Race or Ethnicity,0.873,Black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2020,4011,Brooklyn,"Crown Heights South, Prospect Lefferts & Wingate",BK Community District 9,4011,0.221,26140,0.198,0.663,0.018,0.025,0.096,Build Assets,Goal 5: Build Assets,Goal 5: Opportunities to Build Assets & Plan for the Future,-4.822997609,41,3.766236934,Bottom,Homeownership Opportunity,0.157,44,Percentage of housing units that are owner-occupied,Neighborhood Tenure,0.655,33,Percentage of residents who have lived in their homes for 10 or more years,Minority And Women-Owned Business Enterprise,30.54120817,36,"Number of NYC certified M/WBEs per 100,000 residents",Retirement Security,2.12:1,40,Median income-to-poverty line ratio of residents age 65 and older,Community Efficacy,19.13316865,37,"Number of community and public institutions per 10,000 residents",Small Business Employment Opportunity,0.318760757,11,Percentage of jobs in small businesses (less than 20 employees),Participatory Budgeting,0.08191096,19,Percentage of eligible residents casting a vote in most recent participatory budgeting cycle,,,,
2020,4011,Brooklyn,"Crown Heights South, Prospect Lefferts & Wingate",BK Community District 9,4011,0.221,26140,0.198,0.663,0.018,0.025,0.096,Financial Services,Goal 1: Financial Services,"Goal 1: Access to Affordable, High-Quality Financial Services",-5.582322032,43,1.256320872,Bottom,Bank / Credit Union-To-Nonbank Ratio,0.7:1,46,Ratio of banks & credit unions to check cashers & pawnshops,Bank / Credit Union Density,0.359308331,54,"Number of bank and credit union branches per 10,000 residents",IDNYC Acceptance,0.25,1,Percentage of bank & credit union branches that accept IDNYC as primary ID,Mortgage Origination By Race,Asian 4.04%; Black or African American (non-Hispanic or Latino) 19.95%; Hispanic or Latino 1.43%; Other/No Information 21.62%; White (non-Hispanic or Latino) 52.97%,55,Racial/ethnic mix of mortgage loans originated in the past year,Bank / Credit Union Utilization,0.838,40,Percentage of residents with a bank or credit union account,Affordable Products,0.25,50,Percentage of bank & credit union branches offering checking accounts that meet New York Basic Banking guidelines,Mobile Banking Utilization,0.1637,45,Estimated percentage of residents that used mobile banking in past twelve months,,,,
2020,4011,Brooklyn,"Crown Heights South, Prospect Lefferts & Wingate",BK Community District 9,4011,0.221,26140,0.198,0.663,0.018,0.025,0.096,Financial Shocks,Goal 4: Financial Shocks,Goal 4: Stable Housing & Capacity to Limit Financial Shocks,-1.912785927,31,3.783192789,Middle,Ability To Borrow At Low Cost,0.49,35,Percentage of residents with a prime or better credit score,Housing Stability,0.792,8,Percentage of rental housing units that are under regulatory protection,Health Insurance Access,0.88,35,Percentage of residents with health insurance,Rent Burden,0.576,37,Percentage of households that pay more than 30% of income on rent,Severe Rent Burden,0.331,39,Percentage of households that pay more than 50% of income on rent,Pre-foreclosure Notices,64,41,"Number of pre-foreclosure notices issued per 1,000 1-4 family homes and condominium units",Financial Counseling,0,40,"Full-Time Equivalent Financial Counselors per 100,000 residents aged 18-64 years",,,,
